"","formulaString","adj_r2"
"7003","salary~PTS*TRB*AST+STL*Pos+`eFG%`",0.483558065421267
"7004","salary~PTS*TRB*AST+`eFG%`*Pos+STL",0.473545947249762
"7005","salary~PTS*TRB*STL+AST*`eFG%`+Pos",0.459568210610088
"7006","salary~PTS*TRB*STL+AST*Pos+`eFG%`",0.477612594150556
"7007","salary~PTS*TRB*STL+`eFG%`*Pos+AST",0.456387434983957
"7008","salary~PTS*TRB*`eFG%`+AST*STL+Pos",0.471958908961055
"7009","salary~PTS*TRB*`eFG%`+AST*Pos+STL",0.497436033934216
"7010","salary~PTS*TRB*`eFG%`+STL*Pos+AST",0.477377208985069
"7011","salary~PTS*TRB*Pos+AST*STL+`eFG%`",0.482600728176922
"7012","salary~PTS*TRB*Pos+AST*`eFG%`+STL",0.482216604099472
"7013","salary~PTS*TRB*Pos+STL*`eFG%`+AST",0.482255652325584
"7014","salary~PTS*AST*STL+TRB*`eFG%`+Pos",0.459447125640645
"7015","salary~PTS*AST*STL+TRB*Pos+`eFG%`",0.47934156128535
"7016","salary~PTS*AST*STL+`eFG%`*Pos+TRB",0.454711015615922
"7017","salary~PTS*AST*`eFG%`+TRB*STL+Pos",0.467922486857796
"7018","salary~PTS*AST*`eFG%`+TRB*Pos+STL",0.477053096965508
"7019","salary~PTS*AST*`eFG%`+STL*Pos+TRB",0.468111492655625
"7020","salary~PTS*AST*Pos+TRB*STL+`eFG%`",0.493506349526123
"7021","salary~PTS*AST*Pos+TRB*`eFG%`+STL",0.494962089041777
"7022","salary~PTS*AST*Pos+STL*`eFG%`+TRB",0.492703108439315
"7023","salary~PTS*STL*`eFG%`+TRB*AST+Pos",0.46118596136537
"7024","salary~PTS*STL*`eFG%`+TRB*Pos+AST",0.468215554406504
"7025","salary~PTS*STL*`eFG%`+AST*Pos+TRB",0.477487654885717
"7026","salary~PTS*STL*Pos+TRB*AST+`eFG%`",0.472133089873743
"7027","salary~PTS*STL*Pos+TRB*`eFG%`+AST",0.469958076344492
"7028","salary~PTS*STL*Pos+AST*`eFG%`+TRB",0.46929940749803
"7029","salary~PTS*`eFG%`*Pos+TRB*AST+STL",0.463339309278973
"7030","salary~PTS*`eFG%`*Pos+TRB*STL+AST",0.463274060225635
"7031","salary~PTS*`eFG%`*Pos+AST*STL+TRB",0.463825097442864
"7032","salary~TRB*AST*STL+PTS*`eFG%`+Pos",0.450282600239971
"7033","salary~TRB*AST*STL+PTS*Pos+`eFG%`",0.470103767335083
"7034","salary~TRB*AST*STL+`eFG%`*Pos+PTS",0.446197230103231
"7035","salary~TRB*AST*`eFG%`+PTS*STL+Pos",0.463734354072886
"7036","salary~TRB*AST*`eFG%`+PTS*Pos+STL",0.473595993056827
"7037","salary~TRB*AST*`eFG%`+STL*Pos+PTS",0.463029166917565
"7038","salary~TRB*AST*Pos+PTS*STL+`eFG%`",0.484804325003361
"7039","salary~TRB*AST*Pos+PTS*`eFG%`+STL",0.484703398461554
"7040","salary~TRB*AST*Pos+STL*`eFG%`+PTS",0.484859292037419
"7041","salary~TRB*STL*`eFG%`+PTS*AST+Pos",0.468900833105851
"7042","salary~TRB*STL*`eFG%`+PTS*Pos+AST",0.475778921606832
"7043","salary~TRB*STL*`eFG%`+AST*Pos+PTS",0.484841848315079
"7044","salary~TRB*STL*Pos+PTS*AST+`eFG%`",0.481752869667155
"7045","salary~TRB*STL*Pos+PTS*`eFG%`+AST",0.463265428780029
"7046","salary~TRB*STL*Pos+AST*`eFG%`+PTS",0.463739684744141
"7047","salary~TRB*`eFG%`*Pos+PTS*AST+STL",0.468290830123327
"7048","salary~TRB*`eFG%`*Pos+PTS*STL+AST",0.457092607015962
"7049","salary~TRB*`eFG%`*Pos+AST*STL+PTS",0.457034661350484
"7050","salary~AST*STL*`eFG%`+PTS*TRB+Pos",0.457432790296913
"7051","salary~AST*STL*`eFG%`+PTS*Pos+TRB",0.471910596473868
"7052","salary~AST*STL*`eFG%`+TRB*Pos+PTS",0.467581577116502
"7053","salary~AST*STL*Pos+PTS*TRB+`eFG%`",0.474633217681471
"7054","salary~AST*STL*Pos+PTS*`eFG%`+TRB",0.474601557119657
"7055","salary~AST*STL*Pos+TRB*`eFG%`+PTS",0.476255376333411
"7056","salary~AST*`eFG%`*Pos+PTS*TRB+STL",0.472240108499507
"7057","salary~AST*`eFG%`*Pos+PTS*STL+TRB",0.472978793743982
"7058","salary~AST*`eFG%`*Pos+TRB*STL+PTS",0.472381446046184
"7059","salary~STL*`eFG%`*Pos+PTS*TRB+AST",0.455372690219073
"7060","salary~STL*`eFG%`*Pos+PTS*AST+TRB",0.46197879789072
"7061","salary~STL*`eFG%`*Pos+TRB*AST+PTS",0.453308391749923
"7062","salary~PTS*TRB*AST+STL+`eFG%`+Pos",0.477273177538739
"7063","salary~PTS*TRB*STL+AST+`eFG%`+Pos",0.46054605969386
"7064","salary~PTS*TRB*`eFG%`+AST+STL+Pos",0.470929769700521
"7065","salary~PTS*TRB*Pos+AST+STL+`eFG%`",0.483448673848015
"7066","salary~PTS*AST*STL+TRB+`eFG%`+Pos",0.459256216394947
"7067","salary~PTS*AST*`eFG%`+TRB+STL+Pos",0.459227089420648
"7068","salary~PTS*AST*Pos+TRB+STL+`eFG%`",0.493891182996149
"7069","salary~PTS*STL*`eFG%`+TRB+AST+Pos",0.455130922923064
"7070","salary~PTS*STL*Pos+TRB+AST+`eFG%`",0.470509022795201
"7071","salary~PTS*`eFG%`*Pos+TRB+AST+STL",0.464485043180887
"7072","salary~TRB*AST*STL+PTS+`eFG%`+Pos",0.450441818279838
"7073","salary~TRB*AST*`eFG%`+PTS+STL+Pos",0.457825753371155
"7074","salary~TRB*AST*Pos+PTS+STL+`eFG%`",0.485922215275782
"7075","salary~TRB*STL*`eFG%`+PTS+AST+Pos",0.454933542012717
"7076","salary~TRB*STL*Pos+PTS+AST+`eFG%`",0.464014240150544
"7077","salary~TRB*`eFG%`*Pos+PTS+AST+STL",0.456993628369354
"7078","salary~AST*STL*`eFG%`+PTS+TRB+Pos",0.451584339285388
"7079","salary~AST*STL*Pos+PTS+TRB+`eFG%`",0.47579961706149
"7080","salary~AST*`eFG%`*Pos+PTS+TRB+STL",0.473370614823083
"7081","salary~STL*`eFG%`*Pos+PTS+TRB+AST",0.453671013077358
"7082","salary~PTS*TRB+AST*STL+`eFG%`*Pos",0.453048001690997
"7083","salary~PTS*TRB+AST*`eFG%`+STL*Pos",0.460751511414268
"7084","salary~PTS*TRB+AST*Pos+STL*`eFG%`",0.476520967361045
"7085","salary~PTS*TRB+STL*`eFG%`+AST*Pos",0.476520967361045
"7086","salary~PTS*TRB+STL*Pos+AST*`eFG%`",0.460751511414268
"7087","salary~PTS*TRB+`eFG%`*Pos+AST*STL",0.453048001690997
"7088","salary~PTS*AST+TRB*STL+`eFG%`*Pos",0.459970771716624
"7089","salary~PTS*AST+TRB*`eFG%`+STL*Pos",0.467424506044197
"7090","salary~PTS*AST+TRB*Pos+STL*`eFG%`",0.477048454224019
"7091","salary~PTS*AST+STL*`eFG%`+TRB*Pos",0.477048454224019
"7092","salary~PTS*AST+STL*Pos+TRB*`eFG%`",0.467424506044197
"7093","salary~PTS*AST+`eFG%`*Pos+TRB*STL",0.459970771716624
"7094","salary~PTS*STL+TRB*AST+`eFG%`*Pos",0.44893250379356
"7095","salary~PTS*STL+TRB*`eFG%`+AST*Pos",0.47922386520579
"7096","salary~PTS*STL+TRB*Pos+AST*`eFG%`",0.466375999949959
"7097","salary~PTS*STL+AST*`eFG%`+TRB*Pos",0.466375999949959
"7098","salary~PTS*STL+AST*Pos+TRB*`eFG%`",0.47922386520579
"7099","salary~PTS*STL+`eFG%`*Pos+TRB*AST",0.44893250379356
"7100","salary~PTS*`eFG%`+TRB*AST+STL*Pos",0.458497964278319
"7101","salary~PTS*`eFG%`+TRB*STL+AST*Pos",0.476400101961229
"7102","salary~PTS*`eFG%`+TRB*Pos+AST*STL",0.465973430311343
"7103","salary~PTS*`eFG%`+AST*STL+TRB*Pos",0.465973430311343
"7104","salary~PTS*`eFG%`+AST*Pos+TRB*STL",0.476400101961229
"7105","salary~PTS*`eFG%`+STL*Pos+TRB*AST",0.458497964278319
"7106","salary~PTS*Pos+TRB*AST+STL*`eFG%`",0.471282672898039
"7107","salary~PTS*Pos+TRB*STL+AST*`eFG%`",0.471277892864589
"7108","salary~PTS*Pos+TRB*`eFG%`+AST*STL",0.472444026886443
"7109","salary~PTS*Pos+AST*STL+TRB*`eFG%`",0.472444026886443
"7110","salary~PTS*Pos+AST*`eFG%`+TRB*STL",0.471277892864589
"7111","salary~PTS*Pos+STL*`eFG%`+TRB*AST",0.471282672898039
"7112","salary~TRB*AST+PTS*STL+`eFG%`*Pos",0.44893250379356
"7113","salary~TRB*AST+PTS*`eFG%`+STL*Pos",0.458497964278319
"7114","salary~TRB*AST+PTS*Pos+STL*`eFG%`",0.471282672898039
"7115","salary~TRB*AST+STL*`eFG%`+PTS*Pos",0.471282672898039
"7116","salary~TRB*AST+STL*Pos+PTS*`eFG%`",0.458497964278318
"7117","salary~TRB*AST+`eFG%`*Pos+PTS*STL",0.44893250379356
"7118","salary~TRB*STL+PTS*AST+`eFG%`*Pos",0.459970771716624
"7119","salary~TRB*STL+PTS*`eFG%`+AST*Pos",0.476400101961229
"7120","salary~TRB*STL+PTS*Pos+AST*`eFG%`",0.471277892864589
"7121","salary~TRB*STL+AST*`eFG%`+PTS*Pos",0.471277892864589
"7122","salary~TRB*STL+AST*Pos+PTS*`eFG%`",0.476400101961229
"7123","salary~TRB*STL+`eFG%`*Pos+PTS*AST",0.459970771716624
"7124","salary~TRB*`eFG%`+PTS*AST+STL*Pos",0.467424506044197
"7125","salary~TRB*`eFG%`+PTS*STL+AST*Pos",0.47922386520579
"7126","salary~TRB*`eFG%`+PTS*Pos+AST*STL",0.472444026886443
"7127","salary~TRB*`eFG%`+AST*STL+PTS*Pos",0.472444026886443
"7128","salary~TRB*`eFG%`+AST*Pos+PTS*STL",0.47922386520579
"7129","salary~TRB*`eFG%`+STL*Pos+PTS*AST",0.467424506044197
"7130","salary~TRB*Pos+PTS*AST+STL*`eFG%`",0.477048454224019
"7131","salary~TRB*Pos+PTS*STL+AST*`eFG%`",0.466375999949959
"7132","salary~TRB*Pos+PTS*`eFG%`+AST*STL",0.465973430311343
"7133","salary~TRB*Pos+AST*STL+PTS*`eFG%`",0.465973430311343
"7134","salary~TRB*Pos+AST*`eFG%`+PTS*STL",0.466375999949959
"7135","salary~TRB*Pos+STL*`eFG%`+PTS*AST",0.477048454224019
"7136","salary~AST*STL+PTS*TRB+`eFG%`*Pos",0.453048001690997
"7137","salary~AST*STL+PTS*`eFG%`+TRB*Pos",0.465973430311343
"7138","salary~AST*STL+PTS*Pos+TRB*`eFG%`",0.472444026886443
"7139","salary~AST*STL+TRB*`eFG%`+PTS*Pos",0.472444026886443
"7140","salary~AST*STL+TRB*Pos+PTS*`eFG%`",0.465973430311343
"7141","salary~AST*STL+`eFG%`*Pos+PTS*TRB",0.453048001690997
"7142","salary~AST*`eFG%`+PTS*TRB+STL*Pos",0.460751511414268
"7143","salary~AST*`eFG%`+PTS*STL+TRB*Pos",0.466375999949959
"7144","salary~AST*`eFG%`+PTS*Pos+TRB*STL",0.471277892864589
"7145","salary~AST*`eFG%`+TRB*STL+PTS*Pos",0.471277892864589
"7146","salary~AST*`eFG%`+TRB*Pos+PTS*STL",0.466375999949959
"7147","salary~AST*`eFG%`+STL*Pos+PTS*TRB",0.460751511414268
"7148","salary~AST*Pos+PTS*TRB+STL*`eFG%`",0.476520967361045
"7149","salary~AST*Pos+PTS*STL+TRB*`eFG%`",0.47922386520579
"7150","salary~AST*Pos+PTS*`eFG%`+TRB*STL",0.476400101961229
"7151","salary~AST*Pos+TRB*STL+PTS*`eFG%`",0.476400101961229
"7152","salary~AST*Pos+TRB*`eFG%`+PTS*STL",0.47922386520579
"7153","salary~AST*Pos+STL*`eFG%`+PTS*TRB",0.476520967361045
"7154","salary~STL*`eFG%`+PTS*TRB+AST*Pos",0.476520967361045
"7155","salary~STL*`eFG%`+PTS*AST+TRB*Pos",0.477048454224019
"7156","salary~STL*`eFG%`+PTS*Pos+TRB*AST",0.471282672898039
"7157","salary~STL*`eFG%`+TRB*AST+PTS*Pos",0.471282672898039
"7158","salary~STL*`eFG%`+TRB*Pos+PTS*AST",0.477048454224019
"7159","salary~STL*`eFG%`+AST*Pos+PTS*TRB",0.476520967361045
"7160","salary~STL*Pos+PTS*TRB+AST*`eFG%`",0.460751511414268
"7161","salary~STL*Pos+PTS*AST+TRB*`eFG%`",0.467424506044197
"7162","salary~STL*Pos+PTS*`eFG%`+TRB*AST",0.458497964278318
"7163","salary~STL*Pos+TRB*AST+PTS*`eFG%`",0.458497964278318
"7164","salary~STL*Pos+TRB*`eFG%`+PTS*AST",0.467424506044197
"7165","salary~STL*Pos+AST*`eFG%`+PTS*TRB",0.460751511414268
"7166","salary~`eFG%`*Pos+PTS*TRB+AST*STL",0.453048001690997
"7167","salary~`eFG%`*Pos+PTS*AST+TRB*STL",0.459970771716624
"7168","salary~`eFG%`*Pos+PTS*STL+TRB*AST",0.44893250379356
"7169","salary~`eFG%`*Pos+TRB*AST+PTS*STL",0.44893250379356
"7170","salary~`eFG%`*Pos+TRB*STL+PTS*AST",0.459970771716624
"7171","salary~`eFG%`*Pos+AST*STL+PTS*TRB",0.453048001690997
"7172","salary~PTS*TRB+AST*STL+`eFG%`+Pos",0.457280125865691
"7173","salary~PTS*TRB+AST*`eFG%`+STL+Pos",0.452491747318922
"7174","salary~PTS*TRB+AST*Pos+STL+`eFG%`",0.477522291634011
"7175","salary~PTS*TRB+STL*`eFG%`+AST+Pos",0.452481510367735
"7176","salary~PTS*TRB+STL*Pos+AST+`eFG%`",0.461675534220388
"7177","salary~PTS*TRB+`eFG%`*Pos+AST+STL",0.449156987949203
"7178","salary~PTS*AST+TRB*STL+`eFG%`+Pos",0.464244359685194
"7179","salary~PTS*AST+TRB*`eFG%`+STL+Pos",0.456505643969105
"7180","salary~PTS*AST+TRB*Pos+STL+`eFG%`",0.477919356234418
"7181","salary~PTS*AST+STL*`eFG%`+TRB+Pos",0.454930535532176
"7182","salary~PTS*AST+STL*Pos+TRB+`eFG%`",0.467945574900753
"7183","salary~PTS*AST+`eFG%`*Pos+TRB+STL",0.45165405016664
"7184","salary~PTS*STL+TRB*AST+`eFG%`+Pos",0.453111950892072
"7185","salary~PTS*STL+TRB*`eFG%`+AST+Pos",0.448297496900323
"7186","salary~PTS*STL+TRB*Pos+AST+`eFG%`",0.466799167513917
"7187","salary~PTS*STL+AST*`eFG%`+TRB+Pos",0.44748757528365
"7188","salary~PTS*STL+AST*Pos+TRB+`eFG%`",0.47810233867012
"7189","salary~PTS*STL+`eFG%`*Pos+TRB+AST",0.443997997152958
"7190","salary~PTS*`eFG%`+TRB*AST+STL+Pos",0.449260044298536
"7191","salary~PTS*`eFG%`+TRB*STL+AST+Pos",0.447755613108144
"7192","salary~PTS*`eFG%`+TRB*Pos+AST+STL",0.466116397399903
"7193","salary~PTS*`eFG%`+AST*STL+TRB+Pos",0.448067494839074
"7194","salary~PTS*`eFG%`+AST*Pos+TRB+STL",0.477374564976871
"7195","salary~PTS*`eFG%`+STL*Pos+TRB+AST",0.458835311145821
"7196","salary~PTS*Pos+TRB*AST+STL+`eFG%`",0.472364675811924
"7197","salary~PTS*Pos+TRB*STL+AST+`eFG%`",0.472358291373733
"7198","salary~PTS*Pos+TRB*`eFG%`+AST+STL",0.472976046666577
"7199","salary~PTS*Pos+AST*STL+TRB+`eFG%`",0.472861488816174
"7200","salary~PTS*Pos+AST*`eFG%`+TRB+STL",0.472466032012772
"7201","salary~PTS*Pos+STL*`eFG%`+TRB+AST",0.472457673043066
"7202","salary~TRB*AST+PTS*STL+`eFG%`+Pos",0.453111950892072
"7203","salary~TRB*AST+PTS*`eFG%`+STL+Pos",0.449260044298536
"7204","salary~TRB*AST+PTS*Pos+STL+`eFG%`",0.472364675811924
"7205","salary~TRB*AST+STL*`eFG%`+PTS+Pos",0.44880041418226
"7206","salary~TRB*AST+STL*Pos+PTS+`eFG%`",0.459758936794922
"7207","salary~TRB*AST+`eFG%`*Pos+PTS+STL",0.44551976999557
"7208","salary~TRB*STL+PTS*AST+`eFG%`+Pos",0.464244359685194
"7209","salary~TRB*STL+PTS*`eFG%`+AST+Pos",0.447755613108144
"7210","salary~TRB*STL+PTS*Pos+AST+`eFG%`",0.472358291373733
"7211","salary~TRB*STL+AST*`eFG%`+PTS+Pos",0.447520724373565
"7212","salary~TRB*STL+AST*Pos+PTS+`eFG%`",0.477532114709632
"7213","salary~TRB*STL+`eFG%`*Pos+PTS+AST",0.444098477591025
"7214","salary~TRB*`eFG%`+PTS*AST+STL+Pos",0.456505643969104
"7215","salary~TRB*`eFG%`+PTS*STL+AST+Pos",0.448297496900323
"7216","salary~TRB*`eFG%`+PTS*Pos+AST+STL",0.472976046666577
"7217","salary~TRB*`eFG%`+AST*STL+PTS+Pos",0.448632891080038
"7218","salary~TRB*`eFG%`+AST*Pos+PTS+STL",0.47941168361807
"7219","salary~TRB*`eFG%`+STL*Pos+PTS+AST",0.459106755415579
"7220","salary~TRB*Pos+PTS*AST+STL+`eFG%`",0.477919356234418
"7221","salary~TRB*Pos+PTS*STL+AST+`eFG%`",0.466799167513917
"7222","salary~TRB*Pos+PTS*`eFG%`+AST+STL",0.466116397399903
"7223","salary~TRB*Pos+AST*STL+PTS+`eFG%`",0.466762171463941
"7224","salary~TRB*Pos+AST*`eFG%`+PTS+STL",0.466495370416563
"7225","salary~TRB*Pos+STL*`eFG%`+PTS+AST",0.466740038284217
"7226","salary~AST*STL+PTS*TRB+`eFG%`+Pos",0.457280125865691
"7227","salary~AST*STL+PTS*`eFG%`+TRB+Pos",0.448067494839074
"7228","salary~AST*STL+PTS*Pos+TRB+`eFG%`",0.472861488816174
"7229","salary~AST*STL+TRB*`eFG%`+PTS+Pos",0.448632891080038
"7230","salary~AST*STL+TRB*Pos+PTS+`eFG%`",0.466762171463941
"7231","salary~AST*STL+`eFG%`*Pos+PTS+TRB",0.444265010807499
"7232","salary~AST*`eFG%`+PTS*TRB+STL+Pos",0.452491747318922
"7233","salary~AST*`eFG%`+PTS*STL+TRB+Pos",0.44748757528365
"7234","salary~AST*`eFG%`+PTS*Pos+TRB+STL",0.472466032012772
"7235","salary~AST*`eFG%`+TRB*STL+PTS+Pos",0.447520724373565
"7236","salary~AST*`eFG%`+TRB*Pos+PTS+STL",0.466495370416563
"7237","salary~AST*`eFG%`+STL*Pos+PTS+TRB",0.459172502394112
"7238","salary~AST*Pos+PTS*TRB+STL+`eFG%`",0.477522291634011
"7239","salary~AST*Pos+PTS*STL+TRB+`eFG%`",0.47810233867012
"7240","salary~AST*Pos+PTS*`eFG%`+TRB+STL",0.477374564976871
"7241","salary~AST*Pos+TRB*STL+PTS+`eFG%`",0.477532114709632
"7242","salary~AST*Pos+TRB*`eFG%`+PTS+STL",0.47941168361807
"7243","salary~AST*Pos+STL*`eFG%`+PTS+TRB",0.477519822462059
"7244","salary~STL*`eFG%`+PTS*TRB+AST+Pos",0.452481510367735
"7245","salary~STL*`eFG%`+PTS*AST+TRB+Pos",0.454930535532176
"7246","salary~STL*`eFG%`+PTS*Pos+TRB+AST",0.472457673043066
"7247","salary~STL*`eFG%`+TRB*AST+PTS+Pos",0.44880041418226
"7248","salary~STL*`eFG%`+TRB*Pos+PTS+AST",0.466740038284217
"7249","salary~STL*`eFG%`+AST*Pos+PTS+TRB",0.477519822462059
"7250","salary~STL*Pos+PTS*TRB+AST+`eFG%`",0.461675534220388
"7251","salary~STL*Pos+PTS*AST+TRB+`eFG%`",0.467945574900753
"7252","salary~STL*Pos+PTS*`eFG%`+TRB+AST",0.458835311145821
"7253","salary~STL*Pos+TRB*AST+PTS+`eFG%`",0.459758936794922
"7254","salary~STL*Pos+TRB*`eFG%`+PTS+AST",0.45910675541558
"7255","salary~STL*Pos+AST*`eFG%`+PTS+TRB",0.459172502394112
"7256","salary~`eFG%`*Pos+PTS*TRB+AST+STL",0.449156987949203
"7257","salary~`eFG%`*Pos+PTS*AST+TRB+STL",0.45165405016664
"7258","salary~`eFG%`*Pos+PTS*STL+TRB+AST",0.443997997152958
"7259","salary~`eFG%`*Pos+TRB*AST+PTS+STL",0.44551976999557
"7260","salary~`eFG%`*Pos+TRB*STL+PTS+AST",0.444098477591025
"7261","salary~`eFG%`*Pos+AST*STL+PTS+TRB",0.444265010807499
"7262","salary~PTS*TRB+AST+STL+`eFG%`+Pos",0.453700784824372
"7263","salary~PTS*AST+TRB+STL+`eFG%`+Pos",0.456106258444253
"7264","salary~PTS*STL+TRB+AST+`eFG%`+Pos",0.448597945861147
"7265","salary~PTS*`eFG%`+TRB+AST+STL+Pos",0.44863282182879
"7266","salary~PTS*Pos+TRB+AST+STL+`eFG%`",0.473527789115766
"7267","salary~TRB*AST+PTS+STL+`eFG%`+Pos",0.450054002548196
"7268","salary~TRB*STL+PTS+AST+`eFG%`+Pos",0.448726610183767
"7269","salary~TRB*`eFG%`+PTS+AST+STL+Pos",0.449137553368308
"7270","salary~TRB*Pos+PTS+AST+STL+`eFG%`",0.466675243397765
"7271","salary~AST*STL+PTS+TRB+`eFG%`+Pos",0.448831394081304
"7272","salary~AST*`eFG%`+PTS+TRB+STL+Pos",0.448388445264329
"7273","salary~AST*Pos+PTS+TRB+STL+`eFG%`",0.478512939016189
"7274","salary~STL*`eFG%`+PTS+TRB+AST+Pos",0.448306392716885
"7275","salary~STL*Pos+PTS+TRB+AST+`eFG%`",0.460096417418887
"7276","salary~`eFG%`*Pos+PTS+TRB+AST+STL",0.444944258349837
"7277","salary~PTS+TRB+AST+STL+`eFG%`+Pos",0.449548776735394
"7278","salary~TRB+PTS+AST+STL+`eFG%`+Pos",0.449548776735394
"7279","salary~AST+PTS+TRB+STL+`eFG%`+Pos",0.449548776735394
"7280","salary~STL+PTS+TRB+AST+`eFG%`+Pos",0.449548776735394
"7281","salary~`eFG%`+PTS+TRB+AST+STL+Pos",0.449548776735394
"7282","salary~Pos+PTS+TRB+AST+STL+`eFG%`",0.449548776735394
"7283","salary~PTS*TRB*AST*STL*`eFG%`*Age",0.668604495748753
"7284","salary~PTS*TRB*AST*STL*`eFG%`+Age",0.576006420728251
"7285","salary~PTS*TRB*AST*STL*Age+`eFG%`",0.640427094038984
"7286","salary~PTS*TRB*AST*`eFG%`*Age+STL",0.66752932404889
"7287","salary~PTS*TRB*STL*`eFG%`*Age+AST",0.64612915591405
"7288","salary~PTS*AST*STL*`eFG%`*Age+TRB",0.642692961171464
"7289","salary~TRB*AST*STL*`eFG%`*Age+PTS",0.645299304802465
"7290","salary~PTS*TRB*AST*STL+`eFG%`*Age",0.554008867606325
"7291","salary~PTS*TRB*AST*`eFG%`+STL*Age",0.621215147448023
"7292","salary~PTS*TRB*AST*Age+STL*`eFG%`",0.640890682388896
"7293","salary~PTS*TRB*STL*`eFG%`+AST*Age",0.64349117754122
"7294","salary~PTS*TRB*STL*Age+AST*`eFG%`",0.624963598850469
"7295","salary~PTS*TRB*`eFG%`*Age+AST*STL",0.64147219724406
"7296","salary~PTS*AST*STL*`eFG%`+TRB*Age",0.586200284200083
"7297","salary~PTS*AST*STL*Age+TRB*`eFG%`",0.641082919896777
"7298","salary~PTS*AST*`eFG%`*Age+TRB*STL",0.643600143796053
"7299","salary~PTS*STL*`eFG%`*Age+TRB*AST",0.625516331430042
"7300","salary~TRB*AST*STL*`eFG%`+PTS*Age",0.627698423279683
"7301","salary~TRB*AST*STL*Age+PTS*`eFG%`",0.637768547575872
"7302","salary~TRB*AST*`eFG%`*Age+PTS*STL",0.636616536312121
"7303","salary~TRB*STL*`eFG%`*Age+PTS*AST",0.619989278345235
"7304","salary~AST*STL*`eFG%`*Age+PTS*TRB",0.64091818740993
"7305","salary~PTS*TRB*AST*STL+`eFG%`+Age",0.554767954128456
"7306","salary~PTS*TRB*AST*`eFG%`+STL+Age",0.572449170779694
"7307","salary~PTS*TRB*AST*Age+STL+`eFG%`",0.639220125863238
"7308","salary~PTS*TRB*STL*`eFG%`+AST+Age",0.556252568495892
"7309","salary~PTS*TRB*STL*Age+AST+`eFG%`",0.623342400898128
"7310","salary~PTS*TRB*`eFG%`*Age+AST+STL",0.641769276160781
"7311","salary~PTS*AST*STL*`eFG%`+TRB+Age",0.546033307434415
"7312","salary~PTS*AST*STL*Age+TRB+`eFG%`",0.641927430232802
"7313","salary~PTS*AST*`eFG%`*Age+TRB+STL",0.638045962814439
"7314","salary~PTS*STL*`eFG%`*Age+TRB+AST",0.626108131072749
"7315","salary~TRB*AST*STL*`eFG%`+PTS+Age",0.549286250887322
"7316","salary~TRB*AST*STL*Age+PTS+`eFG%`",0.637300904853148
"7317","salary~TRB*AST*`eFG%`*Age+PTS+STL",0.637017966757503
"7318","salary~TRB*STL*`eFG%`*Age+PTS+AST",0.612041553402967
"7319","salary~AST*STL*`eFG%`*Age+PTS+TRB",0.63835746101964
"7320","salary~PTS*TRB*AST+STL*`eFG%`*Age",0.604126235886744
"7321","salary~PTS*TRB*STL+AST*`eFG%`*Age",0.629209184946886
"7322","salary~PTS*TRB*`eFG%`+AST*STL*Age",0.656298533327511
"7323","salary~PTS*TRB*Age+AST*STL*`eFG%`",0.624642239403676
"7324","salary~PTS*AST*STL+TRB*`eFG%`*Age",0.593221624734761
"7325","salary~PTS*AST*`eFG%`+TRB*STL*Age",0.614200361164924
"7326","salary~PTS*AST*Age+TRB*STL*`eFG%`",0.647090306601593
"7327","salary~PTS*STL*`eFG%`+TRB*AST*Age",0.626927456549843
"7328","salary~PTS*STL*Age+TRB*AST*`eFG%`",0.628782180575522
"7329","salary~PTS*`eFG%`*Age+TRB*AST*STL",0.623186281834697
"7330","salary~TRB*AST*STL+PTS*`eFG%`*Age",0.623186281834697
"7331","salary~TRB*AST*`eFG%`+PTS*STL*Age",0.628782180575522
"7332","salary~TRB*AST*Age+PTS*STL*`eFG%`",0.626927456549843
"7333","salary~TRB*STL*`eFG%`+PTS*AST*Age",0.647090306601593
"7334","salary~TRB*STL*Age+PTS*AST*`eFG%`",0.614200361164924
"7335","salary~TRB*`eFG%`*Age+PTS*AST*STL",0.593221624734761
"7336","salary~AST*STL*`eFG%`+PTS*TRB*Age",0.624642239403676
"7337","salary~AST*STL*Age+PTS*TRB*`eFG%`",0.656298533327511
"7338","salary~AST*`eFG%`*Age+PTS*TRB*STL",0.629209184946886
"7339","salary~STL*`eFG%`*Age+PTS*TRB*AST",0.604126235886745
"7340","salary~PTS*TRB*AST+STL*`eFG%`+Age",0.557189842355978
"7341","salary~PTS*TRB*AST+STL*Age+`eFG%`",0.604977245715284
"7342","salary~PTS*TRB*AST+`eFG%`*Age+STL",0.557546274490821
"7343","salary~PTS*TRB*STL+AST*`eFG%`+Age",0.545897954958862
"7344","salary~PTS*TRB*STL+AST*Age+`eFG%`",0.625204761649088
"7345","salary~PTS*TRB*STL+`eFG%`*Age+AST",0.546265235142326
"7346","salary~PTS*TRB*`eFG%`+AST*STL+Age",0.558741250684374
"7347","salary~PTS*TRB*`eFG%`+AST*Age+STL",0.643515277312045
"7348","salary~PTS*TRB*`eFG%`+STL*Age+AST",0.611894776533496
"7349","salary~PTS*TRB*Age+AST*STL+`eFG%`",0.624333580902666
"7350","salary~PTS*TRB*Age+AST*`eFG%`+STL",0.623813951743178
"7351","salary~PTS*TRB*Age+STL*`eFG%`+AST",0.624291821408534
"7352","salary~PTS*AST*STL+TRB*`eFG%`+Age",0.546505259332242
"7353","salary~PTS*AST*STL+TRB*Age+`eFG%`",0.586503239556735
